map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[14:16:21.733] WARN  [f6_Ysolde] [bot] 0x20 resync; aborting path
[14:32:26.492] WARN  [f6_Ysolde] [bot] start (1485,1551,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:32:49.346] WARN  [f6_Ysolde] [bot] no path to (1489,1554) avoiding 0 block(s); stopping (search 1003553.4us)
[14:32:49.346] WARN  [f6_Ysolde] [bot] start (1487,1554,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:32:53.168] WARN  [f6_Ysolde] [bot] no path to (1489,1554) avoiding 0 block(s); stopping (search 1018765.8us)
[14:32:53.168] WARN  [f6_Ysolde] [bot] start (1487,1554,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:33:14.101] WARN  [f6_Ysolde] [bot] no path to (1487,1551) avoiding 0 block(s); stopping (search 1007427.9us)
[14:33:14.101] WARN  [f6_Ysolde] [bot] start (1489,1554,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:33:18.085] WARN  [f6_Ysolde] [bot] no path to (1486,1551) avoiding 0 block(s); stopping (search 432.0us)
[14:33:18.086] WARN  [f6_Ysolde] [bot] start (1487,1551,70) exits: open=4 terrain=2 mobile=1 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:33:21.106] WARN  [f6_Ysolde] [bot] no path to (1485,1551) avoiding 0 block(s); stopping (search 971430.4us)
[14:33:21.106] WARN  [f6_Ysolde] [bot] start (1487,1551,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:33:25.744] WARN  [f6_Ysolde] [bot] no path to (1484,1551) avoiding 0 block(s); stopping (search 1077753.6us)
[14:33:25.744] WARN  [f6_Ysolde] [bot] start (1485,1551,70) exits: open=4 terrain=2 mobile=1 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:34:27.664] WARN  [f6_Ysolde] [bot] no path to (1487,1554) avoiding 0 block(s); stopping (search 1000759.6us)
[14:34:27.664] WARN  [f6_Ysolde] [bot] start (1485,1551,70) exits: open=6 terrain=2 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 6 mobile(s))
[14:34:48.124] WARN  [f6_Ysolde] [bot] no path to (1489,1552) avoiding 0 block(s); stopping (search 980933.3us)
[14:34:48.124] WARN  [f6_Ysolde] [bot] start (1487,1554,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:35:08.006] WARN  [f6_Ysolde] [bot] no path to (1484,1552) avoiding 0 block(s); stopping (search 993637.3us)
[14:35:08.006] WARN  [f6_Ysolde] [bot] start (1489,1552,70) exits: open=4 terrain=3 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:35:10.310] WARN  [f6_Ysolde] [bot] no path to (1484,1552) avoiding 0 block(s); stopping (search 983313.7us)
[14:35:10.311] WARN  [f6_Ysolde] [bot] start (1489,1552,70) exits: open=4 terrain=3 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:35:29.076] WARN  [f6_Ysolde] [bot] no path to (1485,1554) avoiding 0 block(s); stopping (search 992175.7us)
[14:35:29.076] WARN  [f6_Ysolde] [bot] start (1484,1552,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:35:33.050] WARN  [f6_Ysolde] [0x21] move REJECTED seq=3; server says (1485,1553,70) facing=4
[14:35:34.045] WARN  [f6_Ysolde] [bot] no path to (1485,1554) avoiding 0 block(s); stopping (search 986472.7us)
[14:35:34.045] WARN  [f6_Ysolde] [bot] start (1485,1553,70) exits: open=5 terrain=2 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:35:51.119] WARN  [f6_Ysolde] [bot] no path to (1484,1553) avoiding 0 block(s); stopping (search 1001926.3us)
[14:35:51.119] WARN  [f6_Ysolde] [bot] start (1485,1555,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:36:11.048] WARN  [f6_Ysolde] [bot] no path to (1485,1555) avoiding 0 block(s); stopping (search 989296.4us)
[14:36:11.048] WARN  [f6_Ysolde] [bot] start (1484,1553,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:36:14.886] WARN  [f6_Ysolde] [bot] no path to (1485,1555) avoiding 0 block(s); stopping (search 996527.1us)
[14:36:14.886] WARN  [f6_Ysolde] [bot] start (1484,1553,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:36:21.380] WARN  [f6_Ysolde] [bot] no path to (1484,1552) avoiding 0 block(s); stopping (search 987681.0us)
[14:36:21.380] WARN  [f6_Ysolde] [bot] start (1485,1555,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:36:26.803] WARN  [f6_Ysolde] [bot] no path to (1484,1551) avoiding 0 block(s); stopping (search 1033871.5us)
[14:36:26.803] WARN  [f6_Ysolde] [bot] start (1484,1552,70) exits: open=4 terrain=3 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:36:57.428] WARN  [f6_Ysolde] [bot] no path to (1486,1551) avoiding 0 block(s); stopping (search 661.9us)
[14:36:57.428] WARN  [f6_Ysolde] [bot] start (1484,1552,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:37:47.078] WARN  [f6_Ysolde] [bot] no path to (1488,1551) avoiding 0 block(s); stopping (search 977324.7us)
[14:37:47.078] WARN  [f6_Ysolde] [bot] start (1486,1551,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:37:50.959] WARN  [f6_Ysolde] [bot] no path to (1488,1551) avoiding 0 block(s); stopping (search 1091777.6us)
[14:37:50.959] WARN  [f6_Ysolde] [bot] start (1486,1551,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:37:56.274] WARN  [f6_Ysolde] [bot] no path to (1488,1551) avoiding 0 block(s); stopping (search 1004322.4us)
[14:37:56.274] WARN  [f6_Ysolde] [bot] start (1486,1551,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:38:03.100] WARN  [f6_Ysolde] [bot] no path to (1488,1551) avoiding 0 block(s); stopping (search 990790.8us)
[14:38:03.100] WARN  [f6_Ysolde] [bot] start (1486,1551,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:38:04.278] WARN  [f6_Ysolde] [bot] no path to (1488,1551) avoiding 0 block(s); stopping (search 985886.0us)
[14:38:04.278] WARN  [f6_Ysolde] [bot] start (1486,1551,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:38:08.116] WARN  [f6_Ysolde] [bot] no path to (1488,1551) avoiding 0 block(s); stopping (search 980402.0us)
[14:38:08.116] WARN  [f6_Ysolde] [bot] start (1486,1551,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:38:13.515] WARN  [f6_Ysolde] [bot] no path to (1488,1551) avoiding 0 block(s); stopping (search 996626.0us)
[14:38:13.515] WARN  [f6_Ysolde] [bot] start (1486,1551,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:38:20.333] WARN  [f6_Ysolde] [bot] no path to (1488,1551) avoiding 0 block(s); stopping (search 966323.5us)
[14:38:20.333] WARN  [f6_Ysolde] [bot] start (1486,1551,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:38:21.540] WARN  [f6_Ysolde] [bot] no path to (1488,1551) avoiding 0 block(s); stopping (search 1017620.3us)
[14:38:21.540] WARN  [f6_Ysolde] [bot] start (1486,1551,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:38:58.079] WARN  [f6_Ysolde] [bot] no path to (1484,1555) avoiding 0 block(s); stopping (search 994121.1us)
[14:38:58.079] WARN  [f6_Ysolde] [bot] start (1488,1553,70) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:39:17.396] WARN  [f6_Ysolde] [bot] no path to (1484,1552) avoiding 0 block(s); stopping (search 982623.6us)
[14:39:17.396] WARN  [f6_Ysolde] [bot] start (1484,1555,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:39:21.206] WARN  [f6_Ysolde] [bot] no path to (1484,1552) avoiding 0 block(s); stopping (search 970400.1us)
[14:39:21.206] WARN  [f6_Ysolde] [bot] start (1484,1555,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:39:26.567] WARN  [f6_Ysolde] [bot] no path to (1484,1552) avoiding 0 block(s); stopping (search 986498.6us)
[14:39:26.567] WARN  [f6_Ysolde] [bot] start (1484,1555,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:39:34.397] WARN  [f6_Ysolde] [bot] no path to (1484,1555) avoiding 0 block(s); stopping (search 1000777.9us)
[14:39:34.397] WARN  [f6_Ysolde] [bot] start (1484,1553,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:39:53.385] WARN  [f6_Ysolde] [bot] no path to (1486,1551) avoiding 0 block(s); stopping (search 393.8us)
[14:39:53.385] WARN  [f6_Ysolde] [bot] start (1484,1555,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
[14:40:59.610] WARN  [f6_Ysolde] [bot] no path to (1488,1555) avoiding 0 block(s); stopping (search 998497.3us)
[14:40:59.610] WARN  [f6_Ysolde] [bot] start (1487,1552,70) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 111 item(s), 5 mobile(s))
