start: Corwyn is a miner_smith and lives in Vesper -> starting city index 8
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[18:02:50.941] WARN  [v_Corwyn] [0x21] move REJECTED seq=71; server says (2801,953,2) facing=1
[18:17:25.039] WARN  [v_Corwyn] [bot] no path to (2856,856) avoiding 0 block(s); stopping (search 58.0us)
[18:17:25.039] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:25.039] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:25.559] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:25.560] WARN  [v_Corwyn] [bot] no path to (2856,856) avoiding 0 block(s); stopping (search 95.7us)
[18:17:25.560] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:25.560] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:26.113] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:26.114] WARN  [v_Corwyn] [bot] no path to (2856,856) avoiding 1 block(s); stopping (search 60.1us)
[18:17:26.114] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=1 dynamic=0 door=0 blacklist=1 (overlay saw 970 item(s), 13 mobile(s))
[18:17:26.114] WARN  [v_Corwyn] [bot] enclosed with 1 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:26.174] WARN  [v_Corwyn] [bot] no path to (2856,856) avoiding 1 block(s); stopping (search 108.8us)
[18:17:26.174] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=1 dynamic=0 door=0 blacklist=1 (overlay saw 970 item(s), 13 mobile(s))
[18:17:30.536] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:30.537] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 119.6us)
[18:17:30.537] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:30.537] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:31.087] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:31.088] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 46.2us)
[18:17:31.088] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:31.088] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:31.636] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:31.637] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 39.8us)
[18:17:31.637] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:31.637] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:32.200] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:32.201] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 82.8us)
[18:17:32.201] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:32.201] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:32.751] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:32.752] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 59.0us)
[18:17:32.752] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:32.752] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:33.318] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:33.319] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 83.8us)
[18:17:33.319] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:33.319] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:33.873] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:33.873] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 54.2us)
[18:17:33.873] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:33.873] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:34.436] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:34.437] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 78.8us)
[18:17:34.437] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:34.437] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:34.942] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:34.943] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 58.6us)
[18:17:34.943] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:34.943] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:35.494] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:35.495] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 57.9us)
[18:17:35.495] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:35.495] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:36.066] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:36.067] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 77.0us)
[18:17:36.067] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:36.067] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:36.618] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:36.619] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 58.0us)
[18:17:36.619] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:36.619] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:37.181] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:37.182] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 84.5us)
[18:17:37.182] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:37.182] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:37.733] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:37.734] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 64.1us)
[18:17:37.734] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:37.734] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:38.255] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:38.256] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 1 block(s); stopping (search 78.6us)
[18:17:38.256] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=1 dynamic=0 door=0 blacklist=1 (overlay saw 970 item(s), 13 mobile(s))
[18:17:38.256] WARN  [v_Corwyn] [bot] enclosed with 1 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:38.316] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 1 block(s); stopping (search 71.9us)
[18:17:38.316] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=1 dynamic=0 door=0 blacklist=1 (overlay saw 970 item(s), 13 mobile(s))
[18:17:39.666] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:39.667] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 69.4us)
[18:17:39.667] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:39.667] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:40.224] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:40.225] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 47.0us)
[18:17:40.225] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:40.225] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:40.791] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:40.792] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 120.9us)
[18:17:40.792] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:40.792] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:41.344] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:41.344] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 63.1us)
[18:17:41.345] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:41.345] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:41.912] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:41.913] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 69.4us)
[18:17:41.913] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:41.913] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:42.463] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:42.464] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 60.1us)
[18:17:42.464] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:42.464] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:43.037] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:43.038] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 75.2us)
[18:17:43.038] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:43.038] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:43.590] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:43.591] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 95.2us)
[18:17:43.591] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:43.591] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:44.123] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:44.124] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 78.7us)
[18:17:44.124] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:44.124] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:44.676] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:44.677] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 70.0us)
[18:17:44.677] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:44.677] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:45.192] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:45.193] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 92.6us)
[18:17:45.193] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:45.193] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:45.759] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:45.760] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 115.2us)
[18:17:45.760] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:45.760] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:46.324] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:46.325] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 104.6us)
[18:17:46.325] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:46.325] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:46.847] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:46.848] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 45.7us)
[18:17:46.848] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:46.848] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:47.401] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:47.402] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 1 block(s); stopping (search 59.5us)
[18:17:47.402] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=1 dynamic=0 door=0 blacklist=1 (overlay saw 970 item(s), 14 mobile(s))
[18:17:47.402] WARN  [v_Corwyn] [bot] enclosed with 1 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:47.461] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 1 block(s); stopping (search 113.0us)
[18:17:47.461] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=1 dynamic=0 door=0 blacklist=1 (overlay saw 970 item(s), 14 mobile(s))
[18:17:48.812] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:48.813] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 48.1us)
[18:17:48.813] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:48.813] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:49.368] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:49.368] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 61.5us)
[18:17:49.368] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 13 mobile(s))
[18:17:49.368] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:49.933] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:49.934] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 59.0us)
[18:17:49.934] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:17:49.934] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:50.497] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:50.498] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 103.6us)
[18:17:50.498] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:17:50.498] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:51.052] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:51.053] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 54.2us)
[18:17:51.053] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:17:51.053] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:51.614] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:51.615] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 90.5us)
[18:17:51.615] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:17:51.615] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:52.184] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:52.185] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 73.7us)
[18:17:52.185] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:17:52.185] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:52.732] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:52.733] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 81.6us)
[18:17:52.733] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:17:52.733] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:53.240] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:53.241] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 47.6us)
[18:17:53.241] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:17:53.241] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:53.775] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:53.776] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 123.8us)
[18:17:53.776] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:17:53.776] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:54.326] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:54.327] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 55.2us)
[18:17:54.327] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:17:54.327] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:54.891] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:54.892] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 93.8us)
[18:17:54.892] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:17:54.892] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:55.425] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:55.426] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 73.9us)
[18:17:55.426] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:17:55.426] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:55.973] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:55.974] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 53.3us)
[18:17:55.974] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:17:55.974] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:56.541] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:17:56.542] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 1 block(s); stopping (search 104.4us)
[18:17:56.542] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=1 dynamic=0 door=0 blacklist=1 (overlay saw 970 item(s), 15 mobile(s))
[18:17:56.542] WARN  [v_Corwyn] [bot] enclosed with 1 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:56.603] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 1 block(s); stopping (search 126.5us)
[18:17:56.603] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=1 dynamic=0 door=0 blacklist=1 (overlay saw 970 item(s), 15 mobile(s))
[18:17:56.665] WARN  [v_Corwyn] [travel] route exhausted at (2857,816,0); trying to reach (2864,816,0) to get somewhere routable (escape 1/3)
[18:17:57.195] WARN  [v_Corwyn] [0x21] move REJECTED seq=1; server says (2857,816,0) facing=2
[18:17:57.196] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 58.4us)
[18:17:57.196] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:17:57.196] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:57.762] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:17:57.763] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 38.6us)
