start: Tarath is a lumberjack_swordsman and lives in Britain -> starting city index 2
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[20:29:04.486] WARN  [pair_Tarath] [0x21] move REJECTED seq=24; server says (1439,1693,0) facing=3
[20:50:08.798] WARN  [pair_Tarath] [0x21] move REJECTED seq=0; server says (1379,1585,30) facing=1
[20:50:21.278] WARN  [pair_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[20:50:22.623] WARN  [pair_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[20:50:23.993] WARN  [pair_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[20:50:26.896] WARN  [pair_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[20:50:28.262] WARN  [pair_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[20:50:29.615] WARN  [pair_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[20:50:33.987] WARN  [pair_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[20:50:35.281] WARN  [pair_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[20:50:36.664] WARN  [pair_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[20:50:42.459] WARN  [pair_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[20:50:43.721] WARN  [pair_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[20:50:45.074] WARN  [pair_Tarath] [bot] goal (1430,1597) is not walkable; skipping A* and stopping
[20:50:45.136] WARN  [pair_Tarath] [travel] route exhausted at (1398,1592,30); trying to reach (1384,1592,30) to get somewhere routable (escape 3/3)
[20:51:20.285] WARN  [pair_Tarath] [0x21] move REJECTED seq=32; server says (1386,1608,30) facing=3
[20:51:20.298] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[20:51:56.311] WARN  [pair_Tarath] [bot] no path to (1468,1611) avoiding 0 block(s); stopping (search 2062171.1us)
[20:51:56.311] WARN  [pair_Tarath] [bot] start (1471,1611,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1369 item(s), 4 mobile(s))
[20:52:01.065] WARN  [pair_Tarath] [bot] no path to (1468,1611) avoiding 0 block(s); stopping (search 1961044.4us)
[20:52:01.065] WARN  [pair_Tarath] [bot] start (1471,1611,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1369 item(s), 4 mobile(s))
[20:52:07.438] WARN  [pair_Tarath] [bot] no path to (1468,1611) avoiding 0 block(s); stopping (search 1989543.6us)
[20:52:07.438] WARN  [pair_Tarath] [bot] start (1471,1611,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1369 item(s), 3 mobile(s))
[20:52:15.352] WARN  [pair_Tarath] [bot] no path to (1468,1611) avoiding 0 block(s); stopping (search 1984288.2us)
[20:52:15.352] WARN  [pair_Tarath] [bot] start (1471,1611,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1369 item(s), 3 mobile(s))
[20:52:47.338] WARN  [pair_Tarath] [0x21] move REJECTED seq=30; server says (1440,1694,0) facing=7
[20:52:47.368] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[20:52:50.551] WARN  [pair_Tarath] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 1930163.2us)
[20:52:50.551] WARN  [pair_Tarath] [bot] start (1440,1694,0) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1369 item(s), 5 mobile(s))
[20:52:53.844] WARN  [pair_Tarath] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 1963031.3us)
[20:52:53.844] WARN  [pair_Tarath] [bot] start (1440,1694,0) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1369 item(s), 5 mobile(s))
[20:52:58.647] WARN  [pair_Tarath] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 1966764.7us)
[20:52:58.647] WARN  [pair_Tarath] [bot] start (1440,1694,0) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1369 item(s), 5 mobile(s))
[20:53:02.055] WARN  [pair_Tarath] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 2050455.0us)
[20:53:02.055] WARN  [pair_Tarath] [bot] start (1440,1694,0) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1369 item(s), 5 mobile(s))
[20:53:08.455] WARN  [pair_Tarath] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 2018846.2us)
[20:53:08.455] WARN  [pair_Tarath] [bot] start (1440,1694,0) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1369 item(s), 5 mobile(s))
[20:53:11.765] WARN  [pair_Tarath] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 1959699.0us)
[20:53:11.765] WARN  [pair_Tarath] [bot] start (1440,1694,0) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1369 item(s), 6 mobile(s))
[20:53:19.724] WARN  [pair_Tarath] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 2088560.1us)
[20:53:19.724] WARN  [pair_Tarath] [bot] start (1440,1694,0) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1369 item(s), 5 mobile(s))
[20:53:23.050] WARN  [pair_Tarath] [bot] no path to (1425,1690) avoiding 0 block(s); stopping (search 1985421.5us)
[20:53:23.050] WARN  [pair_Tarath] [bot] start (1440,1694,0) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1369 item(s), 5 mobile(s))
[20:53:23.112] WARN  [pair_Tarath] [travel] route exhausted at (1440,1694,0); trying to reach (1448,1702,0) to get somewhere routable (escape 1/3)
[20:53:35.052] WARN  [pair_Tarath] [ACTION_RESULT] move_item server_failure (0ms) item landed in a different container
[20:53:43.139] WARN  [pair_Tarath] [0x21] move REJECTED seq=20; server says (1438,1691,0) facing=3
[20:53:43.141] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[20:53:47.363] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[20:54:23.583] WARN  [pair_Tarath] [bot] no path to (1440,1717) avoiding 0 block(s); stopping (search 2069668.9us)
[20:54:23.583] WARN  [pair_Tarath] [bot] start (1435,1707,18) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1410 item(s), 7 mobile(s))
[20:54:25.613] WARN  [pair_Tarath] [bot] no path to (1441,1717) avoiding 0 block(s); stopping (search 1961395.3us)
[20:54:25.613] WARN  [pair_Tarath] [bot] start (1435,1707,18) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1410 item(s), 7 mobile(s))
[20:54:25.738] WARN  [pair_Tarath] [bot] goal (1439,1717) is not walkable; skipping A* and stopping
[20:54:28.963] WARN  [pair_Tarath] [bot] no path to (1441,1718) avoiding 0 block(s); stopping (search 2003518.9us)
[20:54:28.963] WARN  [pair_Tarath] [bot] start (1435,1707,18) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1410 item(s), 7 mobile(s))
[20:54:29.085] WARN  [pair_Tarath] [bot] goal (1439,1718) is not walkable; skipping A* and stopping
[20:54:32.209] WARN  [pair_Tarath] [bot] no path to (1440,1719) avoiding 0 block(s); stopping (search 1914179.6us)
[20:54:32.209] WARN  [pair_Tarath] [bot] start (1435,1707,18) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1410 item(s), 7 mobile(s))
[20:54:34.332] WARN  [pair_Tarath] [bot] no path to (1441,1719) avoiding 0 block(s); stopping (search 2045749.2us)
[20:54:34.332] WARN  [pair_Tarath] [bot] start (1435,1707,18) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1410 item(s), 7 mobile(s))
[20:54:34.454] WARN  [pair_Tarath] [bot] goal (1439,1719) is not walkable; skipping A* and stopping
[20:54:36.264] WARN  [pair_Tarath] [travel] route exhausted at (1435,1707,18); trying to reach (1432,1720,20) to get somewhere routable (escape 1/3)
[20:54:56.056] WARN  [pair_Tarath] [travel] route exhausted at (1432,1720,20); trying to reach (1416,1704,8) to get somewhere routable (escape 2/3)
[20:55:14.242] WARN  [pair_Tarath] [travel] route exhausted at (1416,1704,8); trying to reach (1402,1706,20) to get somewhere routable (escape 3/3)
[20:56:09.956] WARN  [pair_Tarath] [action] attack superseded by attack
[20:56:09.956] WARN  [pair_Tarath] [ACTION_RESULT] attack invalid_state (2528ms) superseded
[20:56:11.161] WARN  [pair_Tarath] [action] attack superseded by attack
[20:56:11.161] WARN  [pair_Tarath] [ACTION_RESULT] attack invalid_state (1205ms) superseded
[20:56:12.412] WARN  [pair_Tarath] [action] attack superseded by attack
[20:56:12.412] WARN  [pair_Tarath] [ACTION_RESULT] attack invalid_state (1251ms) superseded
[20:56:13.626] WARN  [pair_Tarath] [action] attack superseded by attack
[20:56:13.626] WARN  [pair_Tarath] [ACTION_RESULT] attack invalid_state (1213ms) superseded
[20:56:14.875] WARN  [pair_Tarath] [action] attack superseded by attack
[20:56:14.875] WARN  [pair_Tarath] [ACTION_RESULT] attack invalid_state (1250ms) superseded
[20:56:18.928] WARN  [pair_Tarath] [ACTION_RESULT] attack timeout (no server confirmation)
[20:59:05.876] WARN  [pair_Tarath] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 2146763.5us)
[20:59:05.876] WARN  [pair_Tarath] [bot] start (1432,1560,30) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1496 item(s), 4 mobile(s))
[20:59:09.324] WARN  [pair_Tarath] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 2149100.0us)
[20:59:09.324] WARN  [pair_Tarath] [bot] start (1432,1560,30) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1496 item(s), 4 mobile(s))
[20:59:20.901] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[20:59:55.569] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:00:11.760] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:01:07.932] WARN  [pair_Tarath] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 2072142.3us)
[21:01:07.932] WARN  [pair_Tarath] [bot] start (1416,1624,22) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1496 item(s), 3 mobile(s))
[21:01:11.446] WARN  [pair_Tarath] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 2160224.8us)
[21:01:11.446] WARN  [pair_Tarath] [bot] start (1416,1624,22) exits: open=7 terrain=0 mobile=0 dynamic=1 door=0 blacklist=0 (overlay saw 1496 item(s), 3 mobile(s))
[21:02:47.563] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:03:18.061] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:05:48.094] WARN  [pair_Tarath] [0x21] move REJECTED seq=134; server says (1388,1664,30) facing=3
[21:05:48.108] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:05:50.902] WARN  [pair_Tarath] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 2744187.8us)
[21:05:50.902] WARN  [pair_Tarath] [bot] start (1388,1664,30) exits: open=6 terrain=1 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 1631 item(s), 2 mobile(s))
[21:05:55.106] WARN  [pair_Tarath] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 2867659.3us)
[21:05:55.107] WARN  [pair_Tarath] [bot] start (1388,1664,30) exits: open=6 terrain=1 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 1631 item(s), 2 mobile(s))
[21:06:17.154] WARN  [pair_Tarath] [bot] no path to (1432,1592) avoiding 0 block(s); stopping (search 2254961.0us)
[21:06:17.154] WARN  [pair_Tarath] [bot] start (1400,1624,28) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1631 item(s), 1 mobile(s))
[21:06:20.970] WARN  [pair_Tarath] [bot] no path to (1432,1592) avoiding 0 block(s); stopping (search 2471555.8us)
[21:06:20.970] WARN  [pair_Tarath] [bot] start (1400,1624,28) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1631 item(s), 2 mobile(s))
[21:07:51.785] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:08:15.914] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:17.283] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:18.639] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:21.490] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:22.847] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:24.222] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:28.595] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:29.951] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:31.308] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:37.138] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:38.494] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:39.818] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:39.880] WARN  [pair_Tarath] [travel] route exhausted at (1471,1611,20); trying to reach (1480,1608,20) to get somewhere routable (escape 1/3)
[21:08:44.826] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:46.124] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:47.503] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:50.395] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:51.738] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:53.033] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:57.391] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:08:58.760] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:09:00.096] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:09:05.949] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:09:07.317] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:09:08.584] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:09:08.646] WARN  [pair_Tarath] [travel] route exhausted at (1480,1608,20); trying to reach (1464,1592,20) to get somewhere routable (escape 2/3)
[21:09:16.168] WARN  [pair_Tarath] [travel] route exhausted at (1464,1592,20); trying to reach (1448,1576,30) to get somewhere routable (escape 3/3)
[21:09:26.649] WARN  [pair_Tarath] [0x21] move REJECTED seq=41; server says (1452,1584,20) facing=7
[21:09:27.400] WARN  [pair_Tarath] [0x21] move REJECTED seq=0; server says (1452,1584,20) facing=7
[21:09:27.892] WARN  [pair_Tarath] [0x21] move REJECTED seq=1; server says (1452,1584,20) facing=0
[21:09:28.629] WARN  [pair_Tarath] [0x21] move REJECTED seq=0; server says (1452,1584,20) facing=0
[21:09:29.811] WARN  [pair_Tarath] [0x21] move REJECTED seq=4; server says (1450,1584,20) facing=0
[21:09:30.561] WARN  [pair_Tarath] [0x21] move REJECTED seq=0; server says (1450,1584,20) facing=0
[21:09:42.029] WARN  [pair_Tarath] [travel] route exhausted at (1448,1576,30); trying to reach (1432,1560,30) to get somewhere routable (escape 1/3)
[21:09:55.036] WARN  [pair_Tarath] [travel] route exhausted at (1432,1560,30); trying to reach (1416,1544,30) to get somewhere routable (escape 2/3)
[21:09:57.959] WARN  [pair_Tarath] [bot] no path to (1416,1544) avoiding 0 block(s); stopping (search 2915903.2us)
[21:09:57.959] WARN  [pair_Tarath] [bot] start (1432,1560,30) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1631 item(s), 4 mobile(s))
[21:09:58.021] WARN  [pair_Tarath] [travel] route exhausted at (1432,1560,30); trying to reach (1432,1544,30) to get somewhere routable (escape 3/3)
[21:12:58.715] WARN  [pair_Tarath] [bot] no path to (1468,1611) avoiding 0 block(s); stopping (search 2297887.7us)
[21:12:58.715] WARN  [pair_Tarath] [bot] start (1471,1611,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1631 item(s), 6 mobile(s))
[21:13:03.872] WARN  [pair_Tarath] [bot] no path to (1468,1611) avoiding 0 block(s); stopping (search 2346880.3us)
[21:13:03.872] WARN  [pair_Tarath] [bot] start (1471,1611,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1631 item(s), 6 mobile(s))
[21:13:10.599] WARN  [pair_Tarath] [bot] no path to (1468,1611) avoiding 0 block(s); stopping (search 2367240.6us)
[21:13:10.599] WARN  [pair_Tarath] [bot] start (1471,1611,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1631 item(s), 6 mobile(s))
[21:13:18.861] WARN  [pair_Tarath] [bot] no path to (1468,1611) avoiding 0 block(s); stopping (search 2397667.8us)
[21:13:18.861] WARN  [pair_Tarath] [bot] start (1471,1611,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1631 item(s), 6 mobile(s))
[21:13:27.300] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:15:36.838] WARN  [pair_Tarath] [0x21] move REJECTED seq=140; server says (1388,1664,30) facing=3
[21:15:36.839] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:15:39.785] WARN  [pair_Tarath] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 2904568.4us)
[21:15:39.785] WARN  [pair_Tarath] [bot] start (1388,1664,30) exits: open=6 terrain=1 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 1631 item(s), 3 mobile(s))
[21:15:43.948] WARN  [pair_Tarath] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 2840142.7us)
[21:15:43.948] WARN  [pair_Tarath] [bot] start (1388,1664,30) exits: open=6 terrain=1 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 1631 item(s), 3 mobile(s))
[21:16:07.266] WARN  [pair_Tarath] [bot] no path to (1432,1592) avoiding 0 block(s); stopping (search 2453181.9us)
[21:16:07.266] WARN  [pair_Tarath] [bot] start (1400,1624,28) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1631 item(s), 2 mobile(s))
[21:16:10.955] WARN  [pair_Tarath] [bot] no path to (1432,1592) avoiding 0 block(s); stopping (search 2364357.5us)
[21:16:10.955] WARN  [pair_Tarath] [bot] start (1400,1624,28) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1631 item(s), 2 mobile(s))
[21:16:44.818] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:16:46.139] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:16:47.463] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:16:53.351] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:16:54.702] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:16:56.041] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:16:56.102] WARN  [pair_Tarath] [travel] route exhausted at (1432,1544,30); trying to reach (1416,1528,28) to get somewhere routable (escape 1/3)
[21:17:00.630] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:17:36.855] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:18:07.747] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:20:09.918] WARN  [pair_Tarath] [0x21] move REJECTED seq=133; server says (1388,1664,30) facing=3
[21:20:09.919] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:20:09.979] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:20:11.335] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:20:12.688] WARN  [pair_Tarath] [bot] goal (1448,1635) is not walkable; skipping A* and stopping
[21:20:13.994] WARN  [pair_Tarath] [travel] route exhausted at (1388,1664,30); trying to reach (1384,1656,30) to get somewhere routable (escape 1/3)
[21:20:18.723] WARN  [pair_Tarath] [travel] route exhausted at (1384,1656,30); trying to reach (1398,1656,30) to get somewhere routable (escape 2/3)
[21:20:26.633] WARN  [pair_Tarath] [0x21] move REJECTED seq=29; server says (1391,1677,30) facing=3
[21:20:35.672] WARN  [pair_Tarath] [travel] route exhausted at (1398,1656,30); trying to reach (1384,1640,30) to get somewhere routable (escape 3/3)
[21:20:37.817] WARN  [pair_Tarath] [bot] no path to (1384,1640) avoiding 0 block(s); stopping (search 2117510.1us)
[21:20:37.817] WARN  [pair_Tarath] [bot] start (1398,1656,30) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1636 item(s), 3 mobile(s))
[21:22:07.572] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:22:10.175] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:22:20.264] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:22:21.556] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:22:22.911] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:22:25.801] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:22:27.123] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:22:28.472] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:22:32.791] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:22:34.144] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:22:35.523] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:22:41.424] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:22:42.790] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:22:44.131] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:22:44.192] WARN  [pair_Tarath] [travel] route exhausted at (1432,1544,30); trying to reach (1416,1528,28) to get somewhere routable (escape 1/3)
[21:23:33.534] WARN  [pair_Tarath] [bot] no path to (1470,1613) avoiding 0 block(s); stopping (search 2254101.1us)
[21:23:33.534] WARN  [pair_Tarath] [bot] start (1471,1611,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1638 item(s), 5 mobile(s))
[21:23:38.498] WARN  [pair_Tarath] [bot] no path to (1473,1611) avoiding 0 block(s); stopping (search 2240109.2us)
[21:23:38.498] WARN  [pair_Tarath] [bot] start (1471,1611,20) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1638 item(s), 5 mobile(s))
[21:23:50.106] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:25:23.729] WARN  [pair_Tarath] [0x21] move REJECTED seq=133; server says (1388,1664,30) facing=3
[21:25:23.730] WARN  [pair_Tarath] [bot] 0x20 resync; aborting path
[21:25:26.996] WARN  [pair_Tarath] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 3253652.6us)
[21:25:26.996] WARN  [pair_Tarath] [bot] start (1388,1664,30) exits: open=6 terrain=1 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 1638 item(s), 3 mobile(s))
[21:25:31.468] WARN  [pair_Tarath] [bot] no path to (1416,1592) avoiding 0 block(s); stopping (search 3154231.1us)
[21:25:31.468] WARN  [pair_Tarath] [bot] start (1388,1664,30) exits: open=6 terrain=1 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 1638 item(s), 3 mobile(s))
[21:25:54.143] WARN  [pair_Tarath] [bot] no path to (1432,1592) avoiding 0 block(s); stopping (search 2739178.5us)
[21:25:54.143] WARN  [pair_Tarath] [bot] start (1400,1624,28) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1638 item(s), 2 mobile(s))
[21:25:58.617] WARN  [pair_Tarath] [bot] no path to (1432,1592) avoiding 0 block(s); stopping (search 3157535.5us)
[21:25:58.617] WARN  [pair_Tarath] [bot] start (1400,1624,28) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1638 item(s), 2 mobile(s))
[21:26:40.128] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:26:41.462] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:26:58.488] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:04.394] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:05.671] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:06.959] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:07.020] WARN  [pair_Tarath] [travel] route exhausted at (1403,1543,20); trying to reach (1416,1544,30) to get somewhere routable (escape 1/3)
[21:27:13.780] WARN  [pair_Tarath] [bot] no path to (1416,1544) avoiding 0 block(s); stopping (search 6745309.2us)
[21:27:13.780] WARN  [pair_Tarath] [bot] start (1403,1543,20) exits: open=7 terrain=1 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 1638 item(s), 4 mobile(s))
[21:27:13.841] WARN  [pair_Tarath] [travel] route exhausted at (1403,1543,20); trying to reach (1400,1528,0) to get somewhere routable (escape 2/3)
[21:27:21.971] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:23.269] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:24.550] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:27.361] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:28.670] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:29.935] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:34.245] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
