map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[13:14:16.229] WARN  [f6_Ysolde] [bot] no path to (1485,1550) avoiding 0 block(s); stopping (search 1130763.4us)
[13:27:53.890] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1094091.1us)
[13:27:53.890] WARN  [f6_Ysolde] [bot] start (1487,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:27:57.381] WARN  [f6_Ysolde] [0x21] move REJECTED seq=2; server says (1488,1548,70) facing=3
[13:27:58.635] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1204643.5us)
[13:27:58.635] WARN  [f6_Ysolde] [bot] start (1488,1548,70) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:28:07.336] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:28:09.701] WARN  [f6_Ysolde] [bot] no path to (1489,1547) avoiding 0 block(s); stopping (search 1271751.9us)
[13:28:09.701] WARN  [f6_Ysolde] [bot] start (1490,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:28:13.687] WARN  [f6_Ysolde] [bot] no path to (1489,1547) avoiding 0 block(s); stopping (search 1117007.2us)
[13:28:13.687] WARN  [f6_Ysolde] [bot] start (1490,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:28:26.680] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:28:35.687] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:28:37.819] WARN  [f6_Ysolde] [bot] no path to (1485,1548) avoiding 0 block(s); stopping (search 1082003.3us)
[13:28:37.819] WARN  [f6_Ysolde] [bot] start (1489,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:28:48.527] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:28:57.509] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:29:06.590] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:29:08.767] WARN  [f6_Ysolde] [bot] no path to (1488,1548) avoiding 0 block(s); stopping (search 1096383.4us)
[13:29:08.767] WARN  [f6_Ysolde] [bot] start (1485,1548,70) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:29:14.096] WARN  [f6_Ysolde] [bot] no path to (1489,1548) avoiding 0 block(s); stopping (search 1521960.3us)
[13:29:14.096] WARN  [f6_Ysolde] [bot] start (1488,1548,70) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:29:22.494] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:29:31.487] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:29:40.537] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:29:49.564] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:29:51.741] WARN  [f6_Ysolde] [bot] no path to (1485,1548) avoiding 0 block(s); stopping (search 1092868.5us)
[13:29:51.741] WARN  [f6_Ysolde] [bot] start (1488,1548,70) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:29:55.682] WARN  [f6_Ysolde] [bot] no path to (1485,1548) avoiding 0 block(s); stopping (search 1101547.1us)
[13:29:55.683] WARN  [f6_Ysolde] [bot] start (1488,1548,70) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:30:08.903] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:30:11.154] WARN  [f6_Ysolde] [bot] no path to (1490,1549) avoiding 0 block(s); stopping (search 1189211.7us)
[13:30:11.154] WARN  [f6_Ysolde] [bot] start (1485,1548,70) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:30:13.613] WARN  [f6_Ysolde] [bot] no path to (1490,1549) avoiding 0 block(s); stopping (search 1160342.6us)
[13:30:13.613] WARN  [f6_Ysolde] [bot] start (1485,1548,70) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:30:16.122] WARN  [f6_Ysolde] [bot] no path to (1490,1549) avoiding 0 block(s); stopping (search 1164032.6us)
[13:30:16.122] WARN  [f6_Ysolde] [bot] start (1485,1548,70) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:30:28.602] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:30:31.027] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1343285.2us)
[13:30:31.027] WARN  [f6_Ysolde] [bot] start (1490,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:30:33.424] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1120667.4us)
[13:30:33.424] WARN  [f6_Ysolde] [bot] start (1490,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:30:36.017] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1220468.0us)
[13:30:36.017] WARN  [f6_Ysolde] [bot] start (1490,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:30:40.575] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1719013.7us)
[13:30:40.575] WARN  [f6_Ysolde] [bot] start (1490,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:30:42.968] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1110010.9us)
[13:30:42.968] WARN  [f6_Ysolde] [bot] start (1490,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:30:48.367] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1083390.3us)
[13:30:48.367] WARN  [f6_Ysolde] [bot] start (1490,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:30:51.114] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1474229.9us)
[13:30:51.114] WARN  [f6_Ysolde] [bot] start (1490,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:30:53.513] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1084081.5us)
[13:30:53.513] WARN  [f6_Ysolde] [bot] start (1490,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:31:02.226] WARN  [f6_Ysolde] [bot] no path to (1484,1547) avoiding 0 block(s); stopping (search 1107833.4us)
[13:31:02.226] WARN  [f6_Ysolde] [bot] start (1484,1549,70) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:31:06.174] WARN  [f6_Ysolde] [bot] no path to (1484,1547) avoiding 0 block(s); stopping (search 1098935.9us)
[13:31:06.174] WARN  [f6_Ysolde] [bot] start (1484,1549,70) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:31:11.749] WARN  [f6_Ysolde] [bot] no path to (1484,1547) avoiding 0 block(s); stopping (search 1227567.7us)
[13:31:11.749] WARN  [f6_Ysolde] [bot] start (1484,1549,70) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:31:26.179] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:31:28.325] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1082883.3us)
[13:31:28.325] WARN  [f6_Ysolde] [bot] start (1484,1547,70) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:31:32.229] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1087491.6us)
[13:31:32.229] WARN  [f6_Ysolde] [bot] start (1484,1547,70) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:31:37.789] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1214954.6us)
[13:31:37.789] WARN  [f6_Ysolde] [bot] start (1484,1547,70) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:31:44.755] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1089655.8us)
[13:31:44.755] WARN  [f6_Ysolde] [bot] start (1484,1547,70) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:31:46.092] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1102625.8us)
[13:31:46.092] WARN  [f6_Ysolde] [bot] start (1484,1547,70) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:31:50.055] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1126511.6us)
[13:31:50.055] WARN  [f6_Ysolde] [bot] start (1484,1547,70) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:31:55.474] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1092425.5us)
[13:31:55.474] WARN  [f6_Ysolde] [bot] start (1484,1547,70) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:32:02.530] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1141324.2us)
[13:32:02.531] WARN  [f6_Ysolde] [bot] start (1484,1547,70) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:32:10.668] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:32:12.931] WARN  [f6_Ysolde] [bot] no path to (1484,1549) avoiding 0 block(s); stopping (search 1198600.2us)
[13:32:12.931] WARN  [f6_Ysolde] [bot] start (1484,1547,70) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:32:24.572] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:32:26.674] WARN  [f6_Ysolde] [bot] no path to (1487,1547) avoiding 0 block(s); stopping (search 1088902.2us)
[13:32:26.674] WARN  [f6_Ysolde] [bot] start (1484,1549,70) exits: open=3 terrain=5 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:32:32.153] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1205964.3us)
[13:32:32.153] WARN  [f6_Ysolde] [bot] start (1487,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:32:36.209] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1222881.1us)
[13:32:36.209] WARN  [f6_Ysolde] [bot] start (1487,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:32:41.698] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1109172.5us)
[13:32:41.698] WARN  [f6_Ysolde] [bot] start (1487,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:32:56.022] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:32:58.379] WARN  [f6_Ysolde] [bot] no path to (1489,1547) avoiding 0 block(s); stopping (search 1242179.4us)
[13:32:58.379] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:33:02.478] WARN  [f6_Ysolde] [bot] no path to (1489,1547) avoiding 0 block(s); stopping (search 1231336.1us)
[13:33:02.478] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:33:07.863] WARN  [f6_Ysolde] [bot] no path to (1489,1547) avoiding 0 block(s); stopping (search 1119005.3us)
[13:33:07.863] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:33:22.361] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:33:31.405] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:33:33.721] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1174825.6us)
[13:33:33.721] WARN  [f6_Ysolde] [bot] start (1489,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:33:37.627] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1110391.0us)
[13:33:37.627] WARN  [f6_Ysolde] [bot] start (1489,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:33:43.555] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1577232.9us)
[13:33:43.555] WARN  [f6_Ysolde] [bot] start (1489,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:33:58.260] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:34:07.332] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:34:16.324] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:34:18.448] WARN  [f6_Ysolde] [bot] no path to (1487,1547) avoiding 0 block(s); stopping (search 1074980.1us)
[13:34:18.448] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:34:22.707] WARN  [f6_Ysolde] [bot] no path to (1487,1547) avoiding 0 block(s); stopping (search 1392545.6us)
[13:34:22.707] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:34:27.653] WARN  [f6_Ysolde] [bot] no path to (1484,1548) avoiding 0 block(s); stopping (search 1076729.2us)
[13:34:27.653] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:34:30.046] WARN  [f6_Ysolde] [bot] no path to (1484,1548) avoiding 0 block(s); stopping (search 1080184.0us)
[13:34:30.046] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:34:32.501] WARN  [f6_Ysolde] [bot] no path to (1484,1548) avoiding 0 block(s); stopping (search 1102171.1us)
[13:34:32.501] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:34:36.456] WARN  [f6_Ysolde] [bot] no path to (1484,1548) avoiding 0 block(s); stopping (search 1118948.8us)
[13:34:36.456] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:34:38.836] WARN  [f6_Ysolde] [bot] no path to (1484,1548) avoiding 0 block(s); stopping (search 1095059.3us)
[13:34:38.836] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:34:41.184] WARN  [f6_Ysolde] [bot] no path to (1484,1548) avoiding 0 block(s); stopping (search 1076383.7us)
[13:34:41.184] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:34:46.728] WARN  [f6_Ysolde] [bot] no path to (1484,1548) avoiding 0 block(s); stopping (search 1176372.4us)
[13:34:46.728] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:34:49.128] WARN  [f6_Ysolde] [bot] no path to (1484,1548) avoiding 0 block(s); stopping (search 1079687.6us)
[13:34:49.128] WARN  [f6_Ysolde] [bot] start (1489,1549,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:34:56.942] WARN  [f6_Ysolde] [bot] no path to (1487,1547) avoiding 0 block(s); stopping (search 1096782.1us)
[13:34:56.942] WARN  [f6_Ysolde] [bot] start (1485,1549,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:35:00.858] WARN  [f6_Ysolde] [bot] no path to (1487,1547) avoiding 0 block(s); stopping (search 1118594.6us)
[13:35:00.858] WARN  [f6_Ysolde] [bot] start (1485,1549,70) exits: open=5 terrain=2 mobile=0 dynamic=0 door=1 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:35:07.356] WARN  [f6_Ysolde] [bot] no path to (1489,1549) avoiding 0 block(s); stopping (search 1252056.0us)
[13:35:07.356] WARN  [f6_Ysolde] [bot] start (1487,1547,70) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 292 item(s), 5 mobile(s))
[13:35:18.830] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_buy timeout (no server confirmation)
[13:35:22.378] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_sell rejected (15ms) You can't reach the Vendor
[13:35:38.646] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_sell rejected (0ms) You can't reach the Vendor
[13:35:54.875] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_sell rejected (0ms) You can't reach the Vendor
[13:36:11.063] WARN  [f6_Ysolde] [ACTION_RESULT] vendor_sell rejected (1ms) You can't reach the Vendor
[13:36:54.908] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (1ms) item landed in a different container
[13:37:00.015] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (0ms) item landed in a different container
[13:37:05.135] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (15ms) item landed in a different container
[13:37:10.130] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (0ms) item landed in a different container
[13:37:15.214] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (14ms) item landed in a different container
[13:37:20.314] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (1ms) item landed in a different container
[13:37:25.391] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (16ms) item landed in a different container
[13:37:30.412] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (1ms) item landed in a different container
[13:37:35.493] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (1ms) item landed in a different container
[13:37:40.575] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (15ms) item landed in a different container
[13:37:45.594] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (1ms) item landed in a different container
[13:38:15.849] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (1ms) item landed in a different container
[13:38:20.879] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (1ms) item landed in a different container
[13:38:25.956] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (16ms) item landed in a different container
[13:38:30.990] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (0ms) item landed in a different container
[13:38:36.014] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (0ms) item landed in a different container
[13:38:41.080] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (15ms) item landed in a different container
[13:38:46.125] WARN  [f6_Ysolde] [ACTION_RESULT] move_item server_failure (16ms) item landed in a different container
[13:39:43.828] WARN  [f6_Ysolde] [0x21] move REJECTED seq=36; server says (1439,1693,0) facing=7
[13:39:43.844] WARN  [f6_Ysolde] [bot] 0x20 resync; aborting path
